sample_id	isic_id	mask_filename	mask_path	status	match_method	image_filename	image_path	num_image_matches	diagnosis	annotator	source
lb100407rol221_NCP		lb100407rol221_NCP.tiff	data/masks/lb100407rol221_NCP.tiff	multiple_images	normalized_old_id	lb100407rol221_CNP.JPG | lb100407rol221_CP.JPG | lb100407rol221_NCP.JPG	data\imgs\lb100407rol221_CNP.JPG | data\imgs\lb100407rol221_CP.JPG | data\imgs\lb100407rol221_NCP.JPG	3			existing_dataset
lf031907rol10_CNP		lf031907rol10_CNP.tiff	data/masks/lf031907rol10_CNP.tiff	multiple_images	normalized_old_id	lf031907rol10_CNP.JPG | lf031907rol10_CP.JPG | lf031907rol10_NCP.JPG	data\imgs\lf031907rol10_CNP.JPG | data\imgs\lf031907rol10_CP.JPG | data\imgs\lf031907rol10_NCP.JPG	3			existing_dataset
lf031907rol10_CP		lf031907rol10_CP.tiff	data/masks/lf031907rol10_CP.tiff	multiple_images	normalized_old_id	lf031907rol10_CNP.JPG | lf031907rol10_CP.JPG | lf031907rol10_NCP.JPG	data\imgs\lf031907rol10_CNP.JPG | data\imgs\lf031907rol10_CP.JPG | data\imgs\lf031907rol10_NCP.JPG	3			existing_dataset
lf031907rol10_NCP		lf031907rol10_NCP.tiff	data/masks/lf031907rol10_NCP.tiff	multiple_images	normalized_old_id	lf031907rol10_CNP.JPG | lf031907rol10_CP.JPG | lf031907rol10_NCP.JPG	data\imgs\lf031907rol10_CNP.JPG | data\imgs\lf031907rol10_CP.JPG | data\imgs\lf031907rol10_NCP.JPG	3			existing_dataset
lh061907rol133_CNP		lh061907rol133_CNP.tiff	data/masks/lh061907rol133_CNP.tiff	multiple_images	normalized_old_id	lh061907rol133_CNP.JPG | lh061907rol133_CP.JPG | lh061907rol133_NCP.JPG	data\imgs\lh061907rol133_CNP.JPG | data\imgs\lh061907rol133_CP.JPG | data\imgs\lh061907rol133_NCP.JPG	3			existing_dataset
lh061907rol133_CP		lh061907rol133_CP.tiff	data/masks/lh061907rol133_CP.tiff	multiple_images	normalized_old_id	lh061907rol133_CNP.JPG | lh061907rol133_CP.JPG | lh061907rol133_NCP.JPG	data\imgs\lh061907rol133_CNP.JPG | data\imgs\lh061907rol133_CP.JPG | data\imgs\lh061907rol133_NCP.JPG	3			existing_dataset
lh061907rol133_NCP		lh061907rol133_NCP.tiff	data/masks/lh061907rol133_NCP.tiff	multiple_images	normalized_old_id	lh061907rol133_CNP.JPG | lh061907rol133_CP.JPG | lh061907rol133_NCP.JPG	data\imgs\lh061907rol133_CNP.JPG | data\imgs\lh061907rol133_CP.JPG | data\imgs\lh061907rol133_NCP.JPG	3			existing_dataset
lj061608rol411_CNP		lj061608rol411_CNP.tiff	data/masks/lj061608rol411_CNP.tiff	multiple_images	normalized_old_id	lj061608rol411_CNP.JPG | lj061608rol411_CP.JPG | lj061608rol411_NCP.jpg	data\imgs\lj061608rol411_CNP.JPG | data\imgs\lj061608rol411_CP.JPG | data\imgs\lj061608rol411_NCP.jpg	3			existing_dataset
lj061608rol411_CP		lj061608rol411_CP.tiff	data/masks/lj061608rol411_CP.tiff	multiple_images	normalized_old_id	lj061608rol411_CNP.JPG | lj061608rol411_CP.JPG | lj061608rol411_NCP.jpg	data\imgs\lj061608rol411_CNP.JPG | data\imgs\lj061608rol411_CP.JPG | data\imgs\lj061608rol411_NCP.jpg	3			existing_dataset
lj061608rol411_NCP		lj061608rol411_NCP.tiff	data/masks/lj061608rol411_NCP.tiff	multiple_images	normalized_old_id	lj061608rol411_CNP.JPG | lj061608rol411_CP.JPG | lj061608rol411_NCP.jpg	data\imgs\lj061608rol411_CNP.JPG | data\imgs\lj061608rol411_CP.JPG | data\imgs\lj061608rol411_NCP.jpg	3			existing_dataset
ll051807rol87_CNP		ll051807rol87_CNP.tiff	data/masks/ll051807rol87_CNP.tiff	multiple_images	normalized_old_id	ll051807rol87_CNP.JPG | ll051807rol87_CP.JPG | ll051807rol87_NCP.JPG	data\imgs\ll051807rol87_CNP.JPG | data\imgs\ll051807rol87_CP.JPG | data\imgs\ll051807rol87_NCP.JPG	3			existing_dataset
ll051807rol87_CP		ll051807rol87_CP.tiff	data/masks/ll051807rol87_CP.tiff	multiple_images	normalized_old_id	ll051807rol87_CNP.JPG | ll051807rol87_CP.JPG | ll051807rol87_NCP.JPG	data\imgs\ll051807rol87_CNP.JPG | data\imgs\ll051807rol87_CP.JPG | data\imgs\ll051807rol87_NCP.JPG	3			existing_dataset
ll051807rol87_NCP		ll051807rol87_NCP.tiff	data/masks/ll051807rol87_NCP.tiff	multiple_images	normalized_old_id	ll051807rol87_CNP.JPG | ll051807rol87_CP.JPG | ll051807rol87_NCP.JPG	data\imgs\ll051807rol87_CNP.JPG | data\imgs\ll051807rol87_CP.JPG | data\imgs\ll051807rol87_NCP.JPG	3			existing_dataset
nl102108rol511_CNP		nl102108rol511_CNP.tif	data/masks/nl102108rol511_CNP.tif	multiple_images	normalized_old_id	nl102108rol511_CNP.JPG | nl102108rol511_NCP.JPG	data\imgs\nl102108rol511_CNP.JPG | data\imgs\nl102108rol511_NCP.JPG	2			existing_dataset
nl102108rol511_NCP		nl102108rol511_NCP.tiff	data/masks/nl102108rol511_NCP.tiff	multiple_images	normalized_old_id	nl102108rol511_CNP.JPG | nl102108rol511_NCP.JPG	data\imgs\nl102108rol511_CNP.JPG | data\imgs\nl102108rol511_NCP.JPG	2			existing_dataset
pm101308rol503_CNP		pm101308rol503_CNP.tif	data/masks/pm101308rol503_CNP.tif	multiple_images	normalized_old_id	pm101308rol503_CNP.JPG | pm101308rol503_CP.JPG	data\imgs\pm101308rol503_CNP.JPG | data\imgs\pm101308rol503_CP.JPG	2			existing_dataset
pm101308rol503_CP		pm101308rol503_CP.tif	data/masks/pm101308rol503_CP.tif	multiple_images	normalized_old_id	pm101308rol503_CNP.JPG | pm101308rol503_CP.JPG	data\imgs\pm101308rol503_CNP.JPG | data\imgs\pm101308rol503_CP.JPG	2			existing_dataset
ra051507rol81_CNP		ra051507rol81_CNP.tif	data/masks/ra051507rol81_CNP.tif	multiple_images	normalized_old_id	ra051507rol81_CNP.JPG | ra051507rol81_CP.JPG | ra051507rol81_NCP.JPG	data\imgs\ra051507rol81_CNP.JPG | data\imgs\ra051507rol81_CP.JPG | data\imgs\ra051507rol81_NCP.JPG	3			existing_dataset
ra051507rol81_CP		ra051507rol81_CP.tif	data/masks/ra051507rol81_CP.tif	multiple_images	normalized_old_id	ra051507rol81_CNP.JPG | ra051507rol81_CP.JPG | ra051507rol81_NCP.JPG	data\imgs\ra051507rol81_CNP.JPG | data\imgs\ra051507rol81_CP.JPG | data\imgs\ra051507rol81_NCP.JPG	3			existing_dataset
ra051507rol81_NCP		ra051507rol81_NCP.tif	data/masks/ra051507rol81_NCP.tif	multiple_images	normalized_old_id	ra051507rol81_CNP.JPG | ra051507rol81_CP.JPG | ra051507rol81_NCP.JPG	data\imgs\ra051507rol81_CNP.JPG | data\imgs\ra051507rol81_CP.JPG | data\imgs\ra051507rol81_NCP.JPG	3			existing_dataset
rm021508rol295_CNP		rm021508rol295_CNP.tif	data/masks/rm021508rol295_CNP.tif	multiple_images	normalized_old_id	rm021508rol295_CNP.JPG | rm021508rol295_CP.JPG | rm021508rol295_NCP.JPG	data\imgs\rm021508rol295_CNP.JPG | data\imgs\rm021508rol295_CP.JPG | data\imgs\rm021508rol295_NCP.JPG	3			existing_dataset
rm021508rol295_CP		rm021508rol295_CP.tif	data/masks/rm021508rol295_CP.tif	multiple_images	normalized_old_id	rm021508rol295_CNP.JPG | rm021508rol295_CP.JPG | rm021508rol295_NCP.JPG	data\imgs\rm021508rol295_CNP.JPG | data\imgs\rm021508rol295_CP.JPG | data\imgs\rm021508rol295_NCP.JPG	3			existing_dataset
rm021508rol295_NCP		rm021508rol295_NCP.tif	data/masks/rm021508rol295_NCP.tif	multiple_images	normalized_old_id	rm021508rol295_CNP.JPG | rm021508rol295_CP.JPG | rm021508rol295_NCP.JPG	data\imgs\rm021508rol295_CNP.JPG | data\imgs\rm021508rol295_CP.JPG | data\imgs\rm021508rol295_NCP.JPG	3			existing_dataset
ro010809rol554_CNP		ro010809rol554_CNP.tiff	data/masks/ro010809rol554_CNP.tiff	multiple_images	normalized_old_id	ro010809rol554_CNP.jpg | ro010809rol554_NCP.JPG	data\imgs\ro010809rol554_CNP.jpg | data\imgs\ro010809rol554_NCP.JPG	2			existing_dataset
ro010809rol554_NCP		ro010809rol554_NCP.tif	data/masks/ro010809rol554_NCP.tif	multiple_images	normalized_old_id	ro010809rol554_CNP.jpg | ro010809rol554_NCP.JPG	data\imgs\ro010809rol554_CNP.jpg | data\imgs\ro010809rol554_NCP.JPG	2			existing_dataset
sc041108rab651_CNP		sc041108rab651_CNP.tiff	data/masks/sc041108rab651_CNP.tiff	multiple_images	normalized_old_id	sc041108rab651_CNP.jpg | sc041108rab651_NCP.jpg	data\imgs\sc041108rab651_CNP.jpg | data\imgs\sc041108rab651_NCP.jpg	2			existing_dataset
sc041108rab651_NCP		sc041108rab651_NCP.tif	data/masks/sc041108rab651_NCP.tif	multiple_images	normalized_old_id	sc041108rab651_CNP.jpg | sc041108rab651_NCP.jpg	data\imgs\sc041108rab651_CNP.jpg | data\imgs\sc041108rab651_NCP.jpg	2			existing_dataset
sk021909rab983_CNP		sk021909rab983_CNP.tif	data/masks/sk021909rab983_CNP.tif	multiple_images	normalized_old_id	sk021909rab983_CNP.JPG | sk021909rab983_CP.JPG	data\imgs\sk021909rab983_CNP.JPG | data\imgs\sk021909rab983_CP.JPG	2			existing_dataset
sk021909rab983_CP		sk021909rab983_CP.tif	data/masks/sk021909rab983_CP.tif	multiple_images	normalized_old_id	sk021909rab983_CNP.JPG | sk021909rab983_CP.JPG	data\imgs\sk021909rab983_CNP.JPG | data\imgs\sk021909rab983_CP.JPG	2			existing_dataset
wa040907rol2_CNP		wa040907rol2_CNP.tiff	data/masks/wa040907rol2_CNP.tiff	multiple_images	normalized_old_id	wa040907rol2_CNP.jpg | wa040907rol2_CP.JPG | wa040907rol2_NCP.JPG	data\imgs\wa040907rol2_CNP.jpg | data\imgs\wa040907rol2_CP.JPG | data\imgs\wa040907rol2_NCP.JPG	3			existing_dataset
wa040907rol2_CP		wa040907rol2_CP.tif	data/masks/wa040907rol2_CP.tif	multiple_images	normalized_old_id	wa040907rol2_CNP.jpg | wa040907rol2_CP.JPG | wa040907rol2_NCP.JPG	data\imgs\wa040907rol2_CNP.jpg | data\imgs\wa040907rol2_CP.JPG | data\imgs\wa040907rol2_NCP.JPG	3			existing_dataset
wa040907rol2_NCP		wa040907rol2_NCP.tif	data/masks/wa040907rol2_NCP.tif	multiple_images	normalized_old_id	wa040907rol2_CNP.jpg | wa040907rol2_CP.JPG | wa040907rol2_NCP.JPG	data\imgs\wa040907rol2_CNP.jpg | data\imgs\wa040907rol2_CP.JPG | data\imgs\wa040907rol2_NCP.JPG	3			existing_dataset
yw101308rol505_CNP		yw101308rol505_CNP.tiff	data/masks/yw101308rol505_CNP.tiff	multiple_images	normalized_old_id	yw101308rol505_CNP.jpg | yw101308rol505_CP.JPG | yw101308rol505_NCP.JPG	data\imgs\yw101308rol505_CNP.jpg | data\imgs\yw101308rol505_CP.JPG | data\imgs\yw101308rol505_NCP.JPG	3			existing_dataset
yw101308rol505_CP		yw101308rol505_CP.tif	data/masks/yw101308rol505_CP.tif	multiple_images	normalized_old_id	yw101308rol505_CNP.jpg | yw101308rol505_CP.JPG | yw101308rol505_NCP.JPG	data\imgs\yw101308rol505_CNP.jpg | data\imgs\yw101308rol505_CP.JPG | data\imgs\yw101308rol505_NCP.JPG	3			existing_dataset
yw101308rol505_NCP		yw101308rol505_NCP.tif	data/masks/yw101308rol505_NCP.tif	multiple_images	normalized_old_id	yw101308rol505_CNP.jpg | yw101308rol505_CP.JPG | yw101308rol505_NCP.JPG	data\imgs\yw101308rol505_CNP.jpg | data\imgs\yw101308rol505_CP.JPG | data\imgs\yw101308rol505_NCP.JPG	3			existing_dataset
